unique_id,source,source_unique_id,date_reported,record_level,campus_id,campus_name,company_source,company_clean,building_designation,address,postal_code,city,market,state,state_abbr,county,country,region,latitude,longitude,planned_power_mw,uc_power_mw,commissioned_power_mw,full_capacity_mw,planned_plus_uc_mw,mw_2023,mw_2024,mw_2025,mw_2026,mw_2027,mw_2028,mw_2029,mw_2030,mw_2031,mw_2032,pue,actual_live_date,construction_started,announced,land_acquisition,permitting,cod,facility_status,cancelled,facility_sqft,whitespace_sqft,available_power_kw,substation_count,onsite_substation,power_provider,power_grid,tier_design,type_category,owned_leased,purpose,feed_config,ecosystem_ixps,ecosystem_cloud,ecosystem_children,ecosystem_networkproviders,ecosystem_networkpresence,ecosystem_serviceproviders,additional_references,notes,ingest_date,status_rank_tmp,sample_longitude,sample_latitude
dcm_10010,DataCenterMap,10010,2025-11-11 00:00:00,Campus,meta|lule|meta-lulea,Meta Lulea,Meta,Meta,,Datavägen 15,,Luleå,Lulea,,,,Sweden,,65.62046,22.112923,,,,,0.0,,,,,,,,,,,,,,,,,,Active,0,,,,,,,,,,,,,,,,,,,,,2025-11-14 10:52:43,1,22.112923000000023,65.62046000000004
dcm_13518,DataCenterMap,13518,2025-11-11 00:00:00,Building,meta|mesa|meta-mesa,Meta Mesa,Meta,Meta,,3841 S Ellsworth Rd,85212,Mesa,Phoenix,Arizona,,,USA,,33.34731,-111.63336,,,,,0.0,,,,,,,,,,,,,,,,,,Active,0,,,,,,,,,,,,,,,,,,,,,2025-11-14 10:52:43,1,-111.63335999999998,33.34731000000005
dcm_13519,DataCenterMap,13519,2025-11-11 00:00:00,Building,meta|mesa|meta-mesa,Meta Mesa,Meta,Meta,,3841 S Ellsworth Rd,85212,Mesa,Phoenix,Arizona,,,USA,,33.347256,-111.63169,,,,,0.0,,,,,,,,,,,,,,,,,,Active,0,,,,,,,,,,,,,,,,,,,,,2025-11-14 10:52:43,1,-111.63168999999999,33.34725600000007
dcm_13520,DataCenterMap,13520,2025-11-11 00:00:00,Building,meta|mesa|meta-mesa,Meta Mesa,Meta,Meta,,3841 S Ellsworth Rd,85212,Mesa,Phoenix,Arizona,,,USA,,33.346468,-111.62974,,,,,0.0,,,,,,,,,,,,,,,,,,Active,0,,,,,,,,,,,,,,,,,,,,,2025-11-14 10:52:43,1,-111.62973999999997,33.34646800000007
dcm_13521,DataCenterMap,13521,2025-11-11 00:00:00,Building,meta|mesa|meta-mesa,Meta Mesa,Meta,Meta,,3841 S Ellsworth Rd,85212,Mesa,Phoenix,Arizona,,,USA,,33.346378,-111.62806,,,,,0.0,,,,,,,,,,,,,,,,,,Active,0,,,,,,,,,,,,,,,,,,,,,2025-11-14 10:52:43,1,-111.62805999999995,33.34637800000007
dcm_13522,DataCenterMap,13522,2025-11-11 00:00:00,Building,meta|mesa|meta-mesa,Meta Mesa,Meta,Meta,,3841 S Ellsworth Rd,85212,Mesa,Phoenix,Arizona,,,USA,,33.34722,-111.62602,,,,,0.0,,,,,,,,,,,,,,,,,,Active,0,,,,,,,,,,,,,,,,,,,,,2025-11-14 10:52:43,1,-111.62601999999998,33.34722000000005
dcm_10804,DataCenterMap,10804,2025-11-11 00:00:00,Campus,meta|montgomery|meta-montgomery,Meta Montgomery,Meta,Meta,,"SECRET, within Interstate 65, across from Hyundai’s automotive assembly plant",36105,Montgomery,Montgomery,Alabama,,,USA,,,,,,,,0.0,,,,,,,,,,,,,,,,,,Under Construction,0,,,,,,,,,,,,,,,,,,,,,2025-11-14 10:52:43,2,,
dcm_10001,DataCenterMap,10001,2025-11-11 00:00:00,Campus,meta|etna|meta-new-albany,Meta New Albany,Meta,Meta,,1 Community Cir,43062,Etna,Columbus,Ohio,,,USA,,40.068355,-82.750313,,,,,0.0,,,,,,,,,,,,,,,,,,Active,0,,,,,,,,,,,,,,,,,,,,,2025-11-14 10:52:43,1,-82.75031299999995,40.068355000000054
dcm_10008,DataCenterMap,10008,2025-11-11 00:00:00,Campus,meta|odense|meta-odense,Meta Odense,Meta,Meta,,Krogslundvej 140,5220,Odense,Odense,,,,Denmark,,55.363271,10.484969,,,,,0.0,,,,,,,,,,,,,,,,,,Active,0,,,,,,,,,,,,,,,,,,,,,2025-11-14 10:52:43,1,10.484969000000035,55.363271000000054
dcm_13502,DataCenterMap,13502,2025-11-11 00:00:00,Building,meta|prineville|meta-prineville,Meta Prineville,Meta,Meta,,735 SW Connect Way,97754,Prineville,Prineville,Oregon,,,USA,,44.295856,-120.88723,,,,,0.0,,,,,,,,,,,,,,,,,,Active,0,,,,,,,,,,,,,,,,,,,,,2025-11-14 10:52:43,1,-120.88722999999999,44.29585600000007
